,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Setosa = 0,,Learning Rate,,0.1,,,,,,,,,ACCURACY after iterasi 5,,,,
,109,1,4.4,2.9,1.4,0.2,0,,0.2825860627,-0.4562252609,-0.2541894324,0.4702087254,0.4565172125,-1.712358781,0.1528580212,0,0.1528580212,0.02336557466,,0.0395879183,0.1741868405,0.1148049631,0.05542308562,0.00791758366
,110,1,4.9,3.1,1.5,0.2,0,,0.2786272709,-0.473643945,-0.2656699287,0.4646664169,0.4557254542,-2.077660122,0.1112871757,0,0.1112871757,0.01238483547,,0.02201312422,0.1078643087,0.06824068509,0.03301968633,0.004402624844
,111,1,5.4,3.7,1.5,0.2,0,,0.2764259584,-0.4844303759,-0.2724939972,0.4613644482,0.4552851917,-2.56462215,0.071450277,0,0.071450277,0.005105142083,,0.009480756535,0.05119608529,0.03507879918,0.0142211348,0.001896151307
,112,1,4.8,3.4,1.6,0.2,0,,0.2754778828,-0.4895499844,-0.2760018771,0.4599423347,0.4550955766,-2.185841574,0.1010291451,0,0.1010291451,0.01020688817,,0.01835138996,0.08808667181,0.06239472587,0.02936222394,0.003670277992
,113,1,4.8,3,1.4,0.2,0,,0.2736427438,-0.4983586516,-0.2822413497,0.4570061124,0.4547285488,-2.234448566,0.09669936724,0,0.09669936724,0.009350767624,,0.01689310862,0.08108692139,0.05067932587,0.02365035207,0.003378621725
,114,1,4.3,3,1.1,0.2,0,,0.2719534329,-0.5064673437,-0.2873092823,0.4546410771,0.4543906866,-2.17680067,0.1018532273,0,0.1018532273,0.01037407992,,0.01863489279,0.08013003901,0.05590467838,0.02049838207,0.003726978559
,115,1,5.8,4,1.2,0.2,0,,0.2700899436,-0.5144803476,-0.2928997501,0.4525912389,0.4540179887,-3.251581988,0.03727008241,0,0.03727008241,0.001389059043,,0.002674577395,0.01551254889,0.01069830958,0.003209492874,0.000534915479
,116,1,5.7,4.4,1.5,0.2,0,,0.2698224859,-0.5160316025,-0.2939695811,0.4522702897,0.4539644972,-3.195825471,0.03932312027,0,0.03932312027,0.001546307788,,0.002971004281,0.0169347244,0.01307241884,0.004456506422,0.0005942008562
,117,1,5.4,3.9,1.3,0.2,0,,0.2695253855,-0.5177250749,-0.2952768229,0.451824639,0.4539050771,-2.999616583,0.0474431977,0,0.0474431977,0.002250857008,,0.004288138308,0.02315594686,0.0167237394,0.0055745798,0.0008576276616
,118,1,5.1,3.5,1.4,0.2,0,,0.2690965716,-0.5200406696,-0.2969491969,0.451267181,0.4538193143,-2.699895116,0.06297954529,0,0.06297954529,0.003966423125,,0.0074332392,0.03790951992,0.0260163372,0.01040653488,0.00148664784
,119,1,5.7,3.8,1.7,0.2,0,,0.2683532477,-0.5238316216,-0.2995508306,0.4502265275,0.4536706495,-2.999660925,0.0474411938,0,0.0474411938,0.002250666869,,0.004287785092,0.02444037502,0.01629358335,0.007289234656,0.0008575570184
,120,1,5.1,3.8,1.5,0.2,0,,0.2679244692,-0.5262756591,-0.3011801889,0.4494976041,0.4535848938,-2.795602725,0.05756225939,0,0.05756225939,0.003313413706,,0.006245372253,0.03185139849,0.02373241456,0.00936805838,0.001249074451
,121,1,5.4,3.4,1.7,0.2,0,,0.267299932,-0.529460799,-0.3035534304,0.4485607982,0.4534599864,-2.770624692,0.05893235894,0,0.05893235894,0.00347302293,,0.006536698992,0.03529817456,0.02222477657,0.01111238829,0.001307339798
,122,1,5.1,3.7,1.5,0.2,0,,0.2666462621,-0.5329906164,-0.3057759081,0.4474495594,0.4533292524,-2.821136552,0.05619262611,0,0.05619262611,0.003157611229,,0.005960353524,0.03039780297,0.02205330804,0.008940530286,0.001192070705
,123,1,4.6,3.6,1,0.2,0,,0.2660502267,-0.5360303967,-0.3079812389,0.4465555064,0.4532100453,-2.771224543,0.05889910039,0,0.05889910039,0.003469104027,,0.006529553842,0.03003594767,0.02350639383,0.006529553842,0.001305910768
,124,1,5.1,3.3,1.7,0.2,0,,0.2653972713,-0.5390339915,-0.3103318782,0.445902551,0.4530794543,-2.659121056,0.06542905866,0,0.06542905866,0.004280961717,,0.008001724843,0.0408087967,0.02640569198,0.01360293223,0.001600344969
,125,1,4.8,3.4,1.9,0.2,0,,0.2645970989,-0.5431148712,-0.3129724474,0.4445422578,0.4529194198,-2.47124643,0.07789865635,0,0.07789865635,0.006068200662,,0.01119099197,0.05371676144,0.03804937269,0.02126288474,0.002238198394
,126,1,5,3,1.6,0.2,0,,0.2634779997,-0.5484865473,-0.3167773847,0.4424159693,0.4526955999,-2.63088222,0.0671771457,0,0.0671771457,0.004512768904,,0.00841922794,0.0420961397,0.02525768382,0.0134707647,0.001683845588
,127,1,5,3.4,1.6,0.2,0,,0.2626360769,-0.5526961613,-0.3193031531,0.4410688928,0.4525272154,-2.790259778,0.05785279421,0,0.05785279421,0.003346945797,,0.006306631262,0.03153315631,0.02144254629,0.01009061002,0.001261326252
,128,1,5.2,3.5,1.5,0.2,0,,0.2620054137,-0.5558494769,-0.3214474077,0.4400598318,0.4524010827,-3.002907829,0.04729467992,0,0.04729467992,0.002236786749,,0.004261997271,0.02216238581,0.01491699045,0.006392995907,0.0008523994543
,129,1,5.2,3.4,1.4,0.2,0,,0.261579214,-0.5580657155,-0.3229391068,0.4394205322,0.4523158428,-3.032703556,0.04597011191,0,0.04597011191,0.002113251189,,0.004032209592,0.02096748988,0.01370951261,0.005645093428,0.0008064419183
,130,1,4.7,3.2,1.6,0.2,0,,0.2611759931,-0.5601624645,-0.324310058,0.4388560229,0.4522351986,-2.616763099,0.06806733684,0,0.06806733684,0.004633162345,,0.008635590646,0.04058727604,0.02763389007,0.01381694503,0.001727118129
,131,1,4.8,3.1,1.6,0.2,0,,0.260312434,-0.5642211921,-0.327073447,0.4374743284,0.4520624868,-2.671505551,0.06467583379,0,0.06467583379,0.004182963477,,0.007824853652,0.03755929753,0.02425704632,0.01251976584,0.00156497073
,132,1,5.4,3.4,1.5,0.2,0,,0.2595299486,-0.5679771218,-0.3294991517,0.4362223518,0.4519059897,-3.183128899,0.03980557167,0,0.03980557167,0.001584483536,,0.003042824526,0.01643125244,0.01034560339,0.004564236789,0.0006085649052
,133,1,5.2,4.1,1.5,0.2,0,,0.2592256662,-0.5696202471,-0.330533712,0.4357659281,0.4518451332,-3.313969919,0.03509503595,0,0.03509503595,0.001231661548,,0.002376872684,0.01235973796,0.009745178006,0.003565309026,0.0004753745369
,134,1,5.5,4.2,1.4,0.2,0,,0.2589879789,-0.5708562209,-0.3315082298,0.4354093972,0.4517975958,-3.573123126,0.02730174953,0,0.02730174953,0.0007453855273,,0.001450070397,0.007975387182,0.006090295666,0.002030098555,0.0002900140793
,135,1,4.9,3.1,1.5,0.2,0,,0.2588429719,-0.5716537596,-0.3321172594,0.4352063874,0.4517685944,-2.828660654,0.05579491517,0,0.05579491517,0.003113072558,,0.005878757878,0.0288059136,0.01822414942,0.008818136817,0.001175751576
,136,1,5,3.2,1.2,0.2,0,,0.2582550961,-0.574534351,-0.3339396743,0.4343245737,0.4516510192,-3.071503924,0.04429811411,0,0.04429811411,0.001962322914,,0.003750791419,0.0187539571,0.01200253254,0.004500949703,0.0007501582839
,137,1,5.5,3.5,1.3,0.2,0,,0.2578800169,-0.5764097467,-0.3351399276,0.4338744787,0.4515760034,-3.431011313,0.03134021624,0,0.03134021624,0.0009822091539,,0.001902853013,0.01046569157,0.006659985547,0.002473708917,0.0003805706027
,138,1,4.9,3.1,1.5,0.2,0,,0.2576897316,-0.5774563158,-0.3358059261,0.4336271078,0.4515379463,-2.872096336,0.05355030462,0,0.05355030462,0.002867635125,,0.00542814478,0.02659790942,0.01682724882,0.00814221717,0.001085628956
,139,1,4.4,3,1.3,0.2,0,,0.2571469172,-0.5801161068,-0.337488651,0.4328128861,0.4514293834,-2.654887277,0.06568842299,0,0.06568842299,0.004314968915,,0.008063050824,0.03547742363,0.02418915247,0.01048196607,0.001612610165
,140,1,5.1,3.4,1.5,0.2,0,,0.2563406121,-0.5836638491,-0.3399075663,0.4317646895,0.4512681224,-3.138130085,0.04156154201,0,0.04156154201,0.001727361775,,0.003311139911,0.01688681355,0.0112578757,0.004966709867,0.0006622279822
,141,1,5,3.5,1.3,0.2,0,,0.2560094981,-0.5853525305,-0.3410333538,0.4312680185,0.4512018996,-3.213481089,0.03866154544,0,0.03866154544,0.001494715096,,0.002873854201,0.014369271,0.0100584897,0.003736010461,0.0005747708402
,142,1,4.5,2.3,1.3,0.2,0,,0.2557221127,-0.5867894576,-0.3420392028,0.4308944175,0.4511444225,-2.521128986,0.07439017006,0,0.07439017006,0.005533897401,,0.01024445967,0.04610006849,0.02356225723,0.01331779756,0.002048891933
,143,1,4.4,3.2,1.3,0.2,0,,0.2546976667,-0.5913994644,-0.3443954285,0.4295626377,0.4509395333,-2.800906012,0.05727523633,0,0.05727523633,0.003280452697,,0.006185127987,0.02721456314,0.01979240956,0.008040666382,0.001237025597
,144,1,5,3.5,1.6,0.2,0,,0.2540791539,-0.5941209207,-0.3463746695,0.4287585711,0.4508158308,-3.152659913,0.04098659806,0,0.04098659806,0.00167990122,,0.003222095568,0.01611047784,0.01127733449,0.005155352909,0.0006444191137
,145,1,5.1,3.8,1.9,0.2,0,,0.2537569443,-0.5957319685,-0.3475024029,0.4282430358,0.4507513889,-3.20117318,0.0391215978,0,0.0391215978,0.001530499414,,0.002941247664,0.01500036309,0.01117674112,0.005588370561,0.0005882495328
,146,1,4.8,3,1.4,0.2,0,,0.2534628196,-0.5972320048,-0.348620077,0.4276841987,0.4506925639,-2.970214644,0.04878976056,0,0.04878976056,0.002380440736,,0.004528599205,0.02173727618,0.01358579761,0.006340038887,0.0009057198409
,147,1,5.1,3.8,1.6,0.2,0,,0.2530099597,-0.5994057325,-0.3499786568,0.4270501948,0.4506019919,-3.360477462,0.03355373676,0,0.03355373676,0.001125853251,,0.002176153335,0.01109838201,0.008269382671,0.003481845335,0.0004352306669
,148,1,4.6,3.2,1.4,0.2,0,,0.2527923443,-0.6005155707,-0.3508055951,0.4267020103,0.4505584689,-2.944662677,0.04998937544,0,0.04998937544,0.002498937657,,0.004748034648,0.02184095938,0.01519371087,0.006647248507,0.0009496069295
,149,1,5.3,3.7,1.5,0.2,0,,0.2523175409,-0.6026996666,-0.3523249661,0.4260372855,0.4504635082,-3.516444437,0.02884794095,0,0.02884794095,0.000832203697,,0.001616392668,0.008566881139,0.005980652871,0.002424589002,0.0003232785335
,150,1,5,3.3,1.4,0.2,0,,0.2521559016,-0.6035563547,-0.3529230314,0.4257948266,0.4504311803,-3.244072882,0.03754045501,0,0.03754045501,0.001409285762,,0.002712761067,0.01356380533,0.00895211152,0.003797865493,0.0005425522133
,151,1,7,3.2,4.7,0.2,1,,0.2518846255,-0.6049127352,-0.3538182426,0.42541504,0.4503769251,-3.025196824,0.04630045795,0,-0.9536995421,0.9095428165,,-0.08422449786,-0.589571485,-0.2695183931,-0.3958551399,-0.01684489957
,152,1,6.4,3.2,4.5,0.2,1,,0.2603070753,-0.5459555867,-0.3268664033,0.465000554,0.4520614151,-2.096866394,0.1094017644,0,-0.8905982356,0.7931652173,,-0.1735473484,-1.11070303,-0.5553515149,-0.7809630678,-0.03470946968
,153,1,6.9,3.1,4.9,0.2,1,,0.2776618101,-0.4348852838,-0.2713312518,0.5430968608,0.455532362,-0.8118924381,0.3074873753,0,-0.6925126247,0.4795737354,,-0.2949257383,-2.034987594,-0.9142697887,-1.445136118,-0.05898514766
,154,1,5.5,2.3,4,0.2,1,,0.3071543839,-0.2313865243,-0.1799042729,0.6876104725,0.4614308768,1.463476738,0.8120638569,1,-0.1879361431,0.03531999387,,-0.0573641809,-0.315502995,-0.1319376161,-0.2294567236,-0.01147283618
,155,1,6.5,2.8,4.6,0.2,1,,0.312890802,-0.1998362248,-0.1667105113,0.7105561449,0.4625781604,1.908239808,0.8708212702,1,-0.1291787298,0.01668714422,,-0.02906304026,-0.1889097617,-0.08137651273,-0.1336899852,-0.005812608052
,156,1,5.7,2.8,4.5,0.2,1,,0.3157971061,-0.1809452487,-0.15857286,0.7239251434,0.4631594212,2.19070021,0.8994112726,1,-0.1005887274,0.01011809208,,-0.01820065214,-0.1037437172,-0.05096182599,-0.08190293463,-0.003640130428
,157,1,6.3,3.3,4.7,0.2,1,,0.3176171713,-0.1705708769,-0.1534766774,0.7321154369,0.4635234343,2.270194851,0.9063783235,1,-0.0936216765,0.008765018311,,-0.0158888452,-0.1000997248,-0.05243318918,-0.07467757246,-0.003177769041
,158,1,4.9,2.4,3.3,0.2,1,,0.3192060558,-0.1605609045,-0.1482333585,0.7395831941,0.4638412112,1.710090346,0.8468480022,1,-0.1531519978,0.02345553443,,-0.03972654494,-0.1946600702,-0.09534370786,-0.1310975983,-0.007945308989
,159,1,6.6,2.9,4.6,0.2,1,,0.3231787103,-0.1410948974,-0.1386989877,0.752692954,0.4646357421,2.545040059,0.9272395939,1,-0.07276040606,0.00529407669,,-0.00981775504,-0.06479718326,-0.02847148962,-0.04516167318,-0.001963551008
,160,1,5.2,2.7,3.9,0.2,1,,0.3241604858,-0.1346151791,-0.1358518388,0.7572091213,0.4648320972,2.303443582,0.9091618337,1,-0.0908381663,0.008251572457,,-0.01500402949,-0.07802095336,-0.04051087963,-0.05851571502,-0.003000805899
,161,1,5,2,3.5,0.2,1,,0.3256608887,-0.1268130838,-0.1318007508,0.7630606928,0.4651321777,2.191732829,0.8995046557,1,-0.1004953443,0.01009931422,,-0.01816876032,-0.0908438016,-0.03633752064,-0.06359066112,-0.003633752064
,162,1,5.9,3,4.2,0.2,1,,0.3274777648,-0.1177287036,-0.1281669987,0.7694197589,0.465495553,2.573039515,0.9291061637,1,-0.07089383629,0.005025936024,,-0.009339256277,-0.05510161203,-0.02801776883,-0.03922487636,-0.001867851255
,163,1,6,2.2,4,0.2,1,,0.3284116904,-0.1122185424,-0.1253652219,0.7733422465,0.4656823381,2.565802402,0.9286279873,1,-0.07137201265,0.00509396419,,-0.009460795427,-0.05676477256,-0.02081374994,-0.03784318171,-0.001892159085
,164,1,6.1,2.9,4.7,0.2,1,,0.3293577699,-0.1065420652,-0.1232838469,0.7771265647,0.465871554,3.067597181,0.9555361961,1,-0.04446380393,0.00197702986,,-0.003778247183,-0.02304730782,-0.01095691683,-0.01775776176,-0.0007556494367
,165,1,5.6,2.9,3.6,0.2,1,,0.3297355947,-0.1042373344,-0.1221881552,0.7789023409,0.4659471189,2.288898723,0.9079534533,1,-0.09204654669,0.008472566757,,-0.01538539249,-0.08615819795,-0.04461763822,-0.05538741296,-0.003077078498
,166,1,6.7,3.1,4.4,0.2,1,,0.3312741339,-0.09562151459,-0.1177263914,0.7844410822,0.4662548268,2.8704499,0.9463661883,1,-0.05363381175,0.002876585763,,-0.005444607007,-0.03647886694,-0.01687828172,-0.02395627083,-0.001088921401
,167,1,5.6,3,4.5,0.2,1,,0.3318185946,-0.09197362789,-0.1160385632,0.7868367093,0.4663637189,3.102688524,0.9570035079,1,-0.04299649207,0.001848698331,,-0.003538421575,-0.01981516082,-0.01061526472,-0.01592289709,-0.000707684315
,168,1,5.8,2.7,4.1,0.2,1,,0.3321724368,-0.08999211181,-0.1149770367,0.788428999,0.4664344874,2.825625982,0.9440449971,1,-0.05595500295,0.003130962355,,-0.005911538694,-0.03428692443,-0.01596115447,-0.02423730865,-0.001182307739
,169,1,6.2,2.2,4.5,0.2,1,,0.3327635906,-0.08656341937,-0.1133809213,0.7908527298,0.4665527181,3.198780192,0.9607883478,1,-0.03921165215,0.001537553665,,-0.00295452729,-0.0183180692,-0.006499960039,-0.01329537281,-0.0005909054581
,170,1,5.6,2.5,3.9,0.2,1,,0.3330590434,-0.08473161245,-0.1127309253,0.7921822671,0.4666118087,2.759567904,0.9404514402,1,-0.05954855984,0.003546030979,,-0.006669739882,-0.03735054334,-0.01667434971,-0.02601198554,-0.001333947976
,171,1,5.9,3.2,4.8,0.2,1,,0.3337260174,-0.08099655811,-0.1110634903,0.7947834657,0.4667452035,3.408752831,0.9679769659,1,-0.03202303411,0.001025474714,,-0.001985271804,-0.01171310365,-0.006352869774,-0.009529304661,-0.0003970543609
,172,1,6.1,2.8,4,0.2,1,,0.3339245445,-0.07982524775,-0.1104282033,0.7957363961,0.4667849089,2.81409413,0.9434327095,1,-0.0565672905,0.003199858355,,-0.006037702075,-0.03682998266,-0.01690556581,-0.0241508083,-0.001207540415
,173,1,6.3,2.5,4.9,0.2,1,,0.3345283147,-0.07614224948,-0.1087376467,0.798151477,0.4669056629,3.587311396,0.9730725229,1,-0.0269274771,0.000725089023,,-0.00141112841,-0.008890108983,-0.003527821025,-0.006914529209,-0.000282225682
,174,1,6.1,2.8,4.7,0.2,1,,0.3346694276,-0.07525323859,-0.1083848646,0.7988429299,0.4669338855,3.420095599,0.9683267038,1,-0.03167329622,0.001003197694,,-0.001942846232,-0.01185136201,-0.005439969449,-0.009131377289,-0.0003885692463
,175,1,6.4,2.9,4.3,0.2,1,,0.3348637122,-0.07406810238,-0.1078408677,0.7997560676,0.4669727424,3.08043498,0.9560784541,1,-0.0439215459,0.001929102194,,-0.003688746088,-0.02360797496,-0.01069736365,-0.01586160818,-0.0007377492175
,176,1,6.6,3,4.4,0.2,1,,0.3352325868,-0.07170730489,-0.1067711313,0.8013422284,0.4670465174,3.160966089,0.9593386484,1,-0.04066135163,0.001653345516,,-0.003172236506,-0.02093676094,-0.009516709518,-0.01395784063,-0.0006344473012
,177,1,6.8,2.8,4.8,0.2,1,,0.3355498105,-0.06961362879,-0.1058194604,0.8027380125,0.4671099621,3.512447098,0.9710398595,1,-0.02896014051,0.0008386897383,,-0.001628802331,-0.01107585585,-0.004560646527,-0.00781825119,-0.0003257604662
,178,1,6.7,3,5,0.2,1,,0.3357126907,-0.06850604321,-0.1053633957,0.8035198376,0.4671425381,3.67165971,0.9751966329,1,-0.02480336714,0.0006152070213,,-0.001199895631,-0.008039300731,-0.003599686894,-0.005999478157,-0.0002399791263
,179,1,6,2.9,4.5,0.2,1,,0.3358326803,-0.06770211314,-0.105003427,0.8041197854,0.4671665361,3.337082405,0.9656792763,1,-0.03432072373,0.001177912078,,-0.002274970565,-0.01364982339,-0.006597414639,-0.01023736754,-0.000454994113
,180,1,5.7,2.6,3.5,0.2,1,,0.3360601773,-0.0663371308,-0.1043436856,0.8051435222,0.4672120355,2.598089684,0.9307385337,1,-0.06926146627,0.004797150709,,-0.008929786035,-0.0508997804,-0.02321744369,-0.03125425112,-0.001785957207
,181,1,5.5,2.4,3.8,0.2,1,,0.3369531559,-0.06124715276,-0.1020219412,0.8082689473,0.4673906312,2.920141283,0.9488331586,1,-0.05116684137,0.002618045656,,-0.004968177058,-0.02732497382,-0.01192362494,-0.01887907282,-0.0009936354115
,182,1,5.5,2.4,3.7,0.2,1,,0.3374499736,-0.05851465538,-0.1008295787,0.8101568546,0.4674899947,2.864706741,0.946073933,1,-0.05392606697,0.002908020699,,-0.005502405159,-0.03026322838,-0.01320577238,-0.02035889909,-0.001100481032
,183,1,5.8,2.7,3.9,0.2,1,,0.3380002141,-0.05548833254,-0.09950900146,0.8121927445,0.4676000428,3.008565294,0.9529595816,1,-0.04704041837,0.00221280096,,-0.004217419755,-0.02446103458,-0.01138703334,-0.01644793704,-0.000843483951
,184,1,6,2.7,5.1,0.2,1,,0.3384219561,-0.05304222908,-0.09837029813,0.8138375382,0.4676843912,3.9986771,0.9819904091,1,-0.01800959087,0.0003243453632,,-0.0006370080717,-0.00382204843,-0.001719921794,-0.003248741166,-0.0001274016143
,185,1,5.4,3,4.5,0.2,1,,0.3384856569,-0.05266002424,-0.09819830595,0.8141624123,0.4676971314,3.51679689,0.9711619316,1,-0.02883806836,0.0008316341868,,-0.001615302927,-0.008722635803,-0.00484590878,-0.007268863169,-0.0003230605853
,186,1,6,3.4,4.5,0.2,1,,0.3386471872,-0.05178776066,-0.09771371507,0.8148892986,0.4677294374,3.456241723,0.969416738,1,-0.03058326201,0.0009353359153,,-0.001813460584,-0.0108807635,-0.006165765985,-0.008160572627,-0.0003626921168
,187,1,6.7,3.1,4.7,0.2,1,,0.3388285333,-0.05069968431,-0.09709713847,0.8157053559,0.4677657067,3.625507833,0.9740554795,1,-0.02594452045,0.0006731181414,,-0.001311308828,-0.008785769148,-0.004065057367,-0.006163151492,-0.0002622617656
,188,1,6.3,2.3,4.4,0.2,1,,0.3389596642,-0.04982110739,-0.09669063273,0.816321671,0.4677919328,3.488071971,0.9703464686,1,-0.02965353138,0.0008793319231,,-0.001706513253,-0.01075103349,-0.003924980481,-0.007508658311,-0.0003413026505
,189,1,5.6,3,4.1,0.2,1,,0.3391303155,-0.04874600404,-0.09629813468,0.8170725369,0.4678260631,3.220820903,0.9616103303,1,-0.03838966965,0.001473766736,,-0.002834378636,-0.01587252036,-0.008503135908,-0.01162095241,-0.0005668757272
,190,1,5.5,2.5,4,0.2,1,,0.3394137534,-0.04715875201,-0.09544782109,0.8182346321,0.4678827507,3.207936143,0.9611318385,1,-0.03886816151,0.001510733979,,-0.002904029053,-0.01597215979,-0.007260072633,-0.01161611621,-0.0005808058107
,191,1,5.5,2.6,4.4,0.2,1,,0.3397041563,-0.04556153603,-0.09472181383,0.8193962437,0.4679408313,3.541770631,0.9718531874,1,-0.02814681264,0.0007922430617,,-0.001539887889,-0.008469383391,-0.004003708512,-0.006775506713,-0.0003079775779
,192,1,6.1,3,4.6,0.2,1,,0.339858145,-0.04471459769,-0.09432144298,0.8200737944,0.467971629,3.65006855,0.9746689893,1,-0.02533101071,0.0006416601036,,-0.001250812409,-0.007629955696,-0.003752437228,-0.005753737083,-0.0002501624818
,193,1,5.8,2.6,4,0.2,1,,0.3399832263,-0.04395160212,-0.09394619926,0.8206491681,0.4679966453,3.216999817,0.9614690225,1,-0.03853097754,0.00148463623,,-0.00285486349,-0.01655820824,-0.007422645073,-0.01141945396,-0.0005709726979
,194,1,5,2.3,3.3,0.2,1,,0.3402687126,-0.04229578129,-0.09320393475,0.8217911135,0.4680537425,2.719942179,0.938193181,1,-0.06180681901,0.003820082876,,-0.00716795141,-0.03583975705,-0.01648628824,-0.02365423965,-0.001433590282
,195,1,5.6,2.7,4.2,0.2,1,,0.3409855078,-0.03871180559,-0.09155530592,0.8241565375,0.4681971016,3.432096948,0.9686927247,1,-0.03130727529,0.0009801454859,,-0.001898919603,-0.01063394978,-0.005127082928,-0.007975462332,-0.0003797839206
,196,1,5.7,3,4.2,0.2,1,,0.3411753997,-0.03764841061,-0.09104259763,0.8249540837,0.4682350799,3.411905834,0.9680745572,1,-0.03192544281,0.001019233899,,-0.001973388811,-0.01124831622,-0.005920166432,-0.008288233005,-0.0003946777621
,197,1,5.7,2.9,4.2,0.2,1,,0.3413727386,-0.03652357899,-0.09045058099,0.825782907,0.4682745477,3.432824772,0.96871479,1,-0.03128520999,0.0009787643643,,-0.001896287031,-0.01080883608,-0.005499232391,-0.007964405532,-0.0003792574063
,198,1,6.2,2.9,4.3,0.2,1,,0.3415623673,-0.03544269538,-0.08990065775,0.8265793476,0.4683124735,3.509059438,0.9709444414,1,-0.0290555586,0.0008442254857,,-0.001639392085,-0.01016423093,-0.004754237047,-0.007049385967,-0.0003278784171
,199,1,5.1,2.5,3,0.2,1,,0.3417263065,-0.03442627229,-0.08942523405,0.8272842862,0.4683452613,2.518111143,0.9254017655,1,-0.07459823451,0.005564896592,,-0.01029953026,-0.05252760433,-0.02574882565,-0.03089859078,-0.002059906052
,200,1,5.7,2.8,4.1,0.2,1,,0.3427562596,-0.02917351186,-0.08685035148,0.8303741452,0.4685512519,3.431530504,0.9686755415,1,-0.03132445849,0.0009812216994,,-0.001900970922,-0.01083553426,-0.005322718582,-0.00779398078,-0.0003801941844
Iterasi 3,201,1,5.1,3.5,1.4,0.2,0,,0.3429463566,-0.02808995843,-0.08631807962,0.8311535433,0.4685892713,1.154907105,0.760406078,1,0.760406078,0.5782174034,,0.2770747509,1.41308123,0.9697616283,0.3879046513,0.05541495019
,202,1,4.9,3,1.4,0.2,0,,0.3152388816,-0.1693980814,-0.1832942425,0.7923630782,0.4630477763,0.13722342,0.5342521238,1,0.5342521238,0.2854253318,,0.2658724842,1.302775173,0.7976174526,0.3722214779,0.05317449684
,203,1,4.7,3.2,1.3,0.2,0,,0.2886516331,-0.2996755987,-0.2630559877,0.7551409304,0.4577303266,-0.8883735664,0.2914455802,0,0.2914455802,0.08494052624,,0.1203699706,0.5657388616,0.3851839058,0.1564809617,0.02407399411
,204,1,4.6,3.1,1.5,0.2,0,,0.2766146361,-0.3562494848,-0.3015743783,0.7394928342,0.4553229272,-1.09670973,0.2503568994,0,0.2503568994,0.06267857707,,0.09397312572,0.4322763783,0.2913166897,0.1409596886,0.01879462514
,205,1,5,3.6,1.4,0.2,0,,0.2672173235,-0.3994771227,-0.3307060473,0.7253968654,0.4534434647,-1.814465755,0.1400992645,0,0.1400992645,0.01962780391,,0.03375592603,0.1687796302,0.1215213337,0.04725829644,0.006751185206
,206,1,5.4,3.9,1.7,0.2,0,,0.2638417309,-0.4163550857,-0.3428581806,0.7206710357,0.4527683462,-2.005928206,0.1185819021,0,0.1185819021,0.01406166751,,0.02478841646,0.1338574489,0.09667482421,0.04214030799,0.004957683293
,207,1,4.6,3.4,1.4,0.2,0,,0.2613628893,-0.4297408306,-0.3525256631,0.7164570049,0.4522725779,-1.820537863,0.1393693462,0,0.1393693462,0.01942381465,,0.0334334606,0.1537939188,0.113673766,0.04680684484,0.00668669212
,208,1,5,3.4,1.5,0.2,0,,0.2580195432,-0.4451202224,-0.3638930397,0.7117763204,0.4516039086,-2.046832641,0.1143728167,0,0.1143728167,0.0130811412,,0.02317002846,0.1158501423,0.07877809677,0.03475504269,0.004634005693
,209,1,4.4,2.9,1.4,0.2,0,,0.2557025404,-0.4567052367,-0.3717708493,0.7083008162,0.4511405081,-1.75008672,0.1480362605,0,0.1480362605,0.02191473441,,0.03734111816,0.1643009199,0.1082892427,0.05227756542,0.007468223632
,210,1,4.9,3.1,1.5,0.2,0,,0.2519684285,-0.4731353287,-0.3825997736,0.7030730596,0.4503936857,-2.107765653,0.1083443289,0,0.1083443289,0.0117384936,,0.02093338877,0.102573605,0.06489350519,0.03140008316,0.004186677754
,211,1,5.4,3.7,1.5,0.2,0,,0.2498750897,-0.4833926892,-0.3890891241,0.6999330513,0.4499750179,-2.66018061,0.06536429874,0,0.06536429874,0.00427249155,,0.007986446271,0.04312680986,0.0295498512,0.01197966941,0.001597289254
,212,1,4.8,3.4,1.6,0.2,0,,0.249076445,-0.4877053701,-0.3920441092,0.6987350844,0.449815289,-2.21692011,0.09824131419,0,0.09824131419,0.009651355813,,0.01740638787,0.08355066177,0.05918171875,0.02785022059,0.003481277574
,213,1,4.8,3,1.4,0.2,0,,0.2473358062,-0.4960604363,-0.3979622811,0.6959500623,0.4494671612,-2.263417612,0.09419835642,0,0.09419835642,0.008873330352,,0.01607495443,0.07715978128,0.0482248633,0.02250493621,0.003214990887
,214,1,4.3,3,1.1,0.2,0,,0.2457283108,-0.5037764145,-0.4027847674,0.6936995687,0.4491456622,-2.275965916,0.09313311042,0,0.09313311042,0.008673776256,,0.01573192099,0.06764726025,0.04719576297,0.01730511309,0.003146384198
,215,1,5.8,4,1.2,0.2,0,,0.2441551187,-0.5105411405,-0.4075043437,0.6919690574,0.4488310237,-3.426871797,0.03146612778,0,0.03146612778,0.0009901171975,,0.001917924086,0.0111239597,0.007671696346,0.002301508904,0.0003835848173
,216,1,5.7,4.4,1.5,0.2,0,,0.2439633263,-0.5116535364,-0.4082715134,0.6917389065,0.4487926653,-3.341489598,0.03417495637,0,0.03417495637,0.001167927643,,0.002256027534,0.01285935694,0.009926521148,0.003384041301,0.0004512055067
